[0.000000] (-) TimerEvent: {}
[0.000695] (-) JobUnselected: {'identifier': 'catch_gazebo_ros2_control'}
[0.000738] (-) JobUnselected: {'identifier': 'chomp_motion_planner'}
[0.000748] (-) JobUnselected: {'identifier': 'com'}
[0.000757] (-) JobUnselected: {'identifier': 'dynamixel_controller'}
[0.000764] (-) JobUnselected: {'identifier': 'dynamixel_controller_client'}
[0.000772] (-) JobUnselected: {'identifier': 'dynamixel_controller_gui'}
[0.000780] (-) JobUnselected: {'identifier': 'dynamixel_sdk'}
[0.000789] (-) JobUnselected: {'identifier': 'dynamixel_sdk_custom_interfaces'}
[0.000796] (-) JobUnselected: {'identifier': 'dynamixel_sdk_examples'}
[0.000805] (-) JobUnselected: {'identifier': 'field_description'}
[0.000813] (-) JobUnselected: {'identifier': 'field_description'}
[0.000821] (-) JobUnselected: {'identifier': 'hello_moveit'}
[0.000828] (-) JobUnselected: {'identifier': 'launch_param_builder'}
[0.000836] (-) JobUnselected: {'identifier': 'moveit'}
[0.000844] (-) JobUnselected: {'identifier': 'moveit2_tutorials'}
[0.000852] (-) JobUnselected: {'identifier': 'moveit_chomp_optimizer_adapter'}
[0.000860] (-) JobUnselected: {'identifier': 'moveit_common'}
[0.000868] (-) JobUnselected: {'identifier': 'moveit_configs_utils'}
[0.000875] (-) JobUnselected: {'identifier': 'moveit_core'}
[0.000883] (-) JobUnselected: {'identifier': 'moveit_hybrid_planning'}
[0.000892] (-) JobUnselected: {'identifier': 'moveit_kinematics'}
[0.000899] (-) JobUnselected: {'identifier': 'moveit_planners'}
[0.000906] (-) JobUnselected: {'identifier': 'moveit_planners_chomp'}
[0.000914] (-) JobUnselected: {'identifier': 'moveit_planners_ompl'}
[0.000923] (-) JobUnselected: {'identifier': 'moveit_plugins'}
[0.000930] (-) JobUnselected: {'identifier': 'moveit_resources'}
[0.000938] (-) JobUnselected: {'identifier': 'moveit_resources_fanuc_description'}
[0.000945] (-) JobUnselected: {'identifier': 'moveit_resources_fanuc_moveit_config'}
[0.000953] (-) JobUnselected: {'identifier': 'moveit_resources_panda_description'}
[0.000960] (-) JobUnselected: {'identifier': 'moveit_resources_panda_moveit_config'}
[0.000967] (-) JobUnselected: {'identifier': 'moveit_resources_pr2_description'}
[0.000976] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_ikfast_manipulator_plugin'}
[0.000983] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_moveit_config'}
[0.000991] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_pg70_support'}
[0.000998] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_support'}
[0.001006] (-) JobUnselected: {'identifier': 'moveit_ros'}
[0.001013] (-) JobUnselected: {'identifier': 'moveit_ros_benchmarks'}
[0.001020] (-) JobUnselected: {'identifier': 'moveit_ros_control_interface'}
[0.001028] (-) JobUnselected: {'identifier': 'moveit_ros_move_group'}
[0.001035] (-) JobUnselected: {'identifier': 'moveit_ros_occupancy_map_monitor'}
[0.001042] (-) JobUnselected: {'identifier': 'moveit_ros_perception'}
[0.001049] (-) JobUnselected: {'identifier': 'moveit_ros_planning'}
[0.001056] (-) JobUnselected: {'identifier': 'moveit_ros_planning_interface'}
[0.001064] (-) JobUnselected: {'identifier': 'moveit_ros_robot_interaction'}
[0.001071] (-) JobUnselected: {'identifier': 'moveit_ros_visualization'}
[0.001078] (-) JobUnselected: {'identifier': 'moveit_ros_warehouse'}
[0.001085] (-) JobUnselected: {'identifier': 'moveit_runtime'}
[0.001093] (-) JobUnselected: {'identifier': 'moveit_servo'}
[0.001100] (-) JobUnselected: {'identifier': 'moveit_setup_app_plugins'}
[0.001107] (-) JobUnselected: {'identifier': 'moveit_setup_assistant'}
[0.001115] (-) JobUnselected: {'identifier': 'moveit_setup_controllers'}
[0.001122] (-) JobUnselected: {'identifier': 'moveit_setup_core_plugins'}
[0.001129] (-) JobUnselected: {'identifier': 'moveit_setup_framework'}
[0.001136] (-) JobUnselected: {'identifier': 'moveit_setup_srdf_plugins'}
[0.001146] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.001154] (-) JobUnselected: {'identifier': 'moveit_task_constructor_capabilities'}
[0.001162] (-) JobUnselected: {'identifier': 'moveit_task_constructor_core'}
[0.001417] (-) JobUnselected: {'identifier': 'moveit_task_constructor_demo'}
[0.001425] (-) JobUnselected: {'identifier': 'moveit_task_constructor_msgs'}
[0.001432] (-) JobUnselected: {'identifier': 'moveit_task_constructor_visualization'}
[0.001440] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.001447] (-) JobUnselected: {'identifier': 'mtc_tutorial'}
[0.001455] (-) JobUnselected: {'identifier': 'object_description'}
[0.001462] (-) JobUnselected: {'identifier': 'object_description'}
[0.001470] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.001477] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.001485] (-) JobUnselected: {'identifier': 'robot_config'}
[0.001492] (-) JobUnselected: {'identifier': 'ros_tcp_endpoint'}
[0.001500] (-) JobUnselected: {'identifier': 'rosparam_shortcuts'}
[0.001507] (-) JobUnselected: {'identifier': 'rviz_marker_tools'}
[0.001514] (-) JobUnselected: {'identifier': 'srdfdom'}
[0.001522] (-) JobUnselected: {'identifier': 'trac_ik'}
[0.001529] (-) JobUnselected: {'identifier': 'trac_ik_lib'}
[0.001536] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.001544] (-) JobUnselected: {'identifier': 'urdf_0816_description'}
[0.001552] (trac_ik_kinematics_plugin) JobQueued: {'identifier': 'trac_ik_kinematics_plugin', 'dependencies': OrderedDict([('moveit_common', '/home/a/ws_moveit2/install/moveit_common'), ('moveit_resources_panda_description', '/home/a/ws_moveit2/install/moveit_resources_panda_description'), ('moveit_resources_pr2_description', '/home/a/ws_moveit2/install/moveit_resources_pr2_description'), ('srdfdom', '/home/a/ws_moveit2/install/srdfdom'), ('trac_ik_lib', '/home/a/ws_moveit2/install/trac_ik_lib'), ('moveit_resources_panda_moveit_config', '/home/a/ws_moveit2/install/moveit_resources_panda_moveit_config'), ('moveit_core', '/home/a/ws_moveit2/install/moveit_core')])}
[0.001569] (trac_ik_kinematics_plugin) JobStarted: {'identifier': 'trac_ik_kinematics_plugin'}
[0.010417] (trac_ik_kinematics_plugin) JobEnded: {'identifier': 'trac_ik_kinematics_plugin', 'rc': 1}
[0.020655] (-) EventReactorShutdown: {}
