[0.000000] (-) TimerEvent: {}
[0.000623] (-) JobUnselected: {'identifier': '0525_arm_description'}
[0.001938] (-) JobUnselected: {'identifier': 'cacth_gazebo_control'}
[0.002239] (-) JobUnselected: {'identifier': 'chomp_motion_planner'}
[0.002370] (-) JobUnselected: {'identifier': 'hello_moveit'}
[0.002496] (-) JobUnselected: {'identifier': 'launch_param_builder'}
[0.002853] (-) JobUnselected: {'identifier': 'moveit'}
[0.002932] (-) JobUnselected: {'identifier': 'moveit2_tutorials'}
[0.002972] (-) JobUnselected: {'identifier': 'moveit_chomp_optimizer_adapter'}
[0.003006] (-) JobUnselected: {'identifier': 'moveit_common'}
[0.003040] (-) JobUnselected: {'identifier': 'moveit_configs_utils'}
[0.003072] (-) JobUnselected: {'identifier': 'moveit_core'}
[0.003104] (-) JobUnselected: {'identifier': 'moveit_hybrid_planning'}
[0.003135] (-) JobUnselected: {'identifier': 'moveit_kinematics'}
[0.003167] (-) JobUnselected: {'identifier': 'moveit_planners'}
[0.003198] (-) JobUnselected: {'identifier': 'moveit_planners_chomp'}
[0.003229] (-) JobUnselected: {'identifier': 'moveit_planners_ompl'}
[0.003370] (-) JobUnselected: {'identifier': 'moveit_plugins'}
[0.003422] (-) JobUnselected: {'identifier': 'moveit_resources'}
[0.003513] (-) JobUnselected: {'identifier': 'moveit_resources_fanuc_description'}
[0.003554] (-) JobUnselected: {'identifier': 'moveit_resources_fanuc_moveit_config'}
[0.003587] (-) JobUnselected: {'identifier': 'moveit_resources_panda_description'}
[0.003619] (-) JobUnselected: {'identifier': 'moveit_resources_panda_moveit_config'}
[0.003651] (-) JobUnselected: {'identifier': 'moveit_resources_pr2_description'}
[0.003683] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_ikfast_manipulator_plugin'}
[0.003715] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_moveit_config'}
[0.003765] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_pg70_support'}
[0.003952] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_support'}
[0.004068] (-) JobUnselected: {'identifier': 'moveit_ros'}
[0.004164] (-) JobUnselected: {'identifier': 'moveit_ros_benchmarks'}
[0.004250] (-) JobUnselected: {'identifier': 'moveit_ros_control_interface'}
[0.004340] (-) JobUnselected: {'identifier': 'moveit_ros_move_group'}
[0.004416] (-) JobUnselected: {'identifier': 'moveit_ros_occupancy_map_monitor'}
[0.004554] (-) JobUnselected: {'identifier': 'moveit_ros_perception'}
[0.005983] (-) JobUnselected: {'identifier': 'moveit_ros_planning'}
[0.006185] (-) JobUnselected: {'identifier': 'moveit_ros_planning_interface'}
[0.006339] (-) JobUnselected: {'identifier': 'moveit_ros_robot_interaction'}
[0.006548] (-) JobUnselected: {'identifier': 'moveit_ros_visualization'}
[0.006687] (-) JobUnselected: {'identifier': 'moveit_ros_warehouse'}
[0.006740] (-) JobUnselected: {'identifier': 'moveit_runtime'}
[0.006872] (-) JobUnselected: {'identifier': 'moveit_servo'}
[0.006931] (-) JobUnselected: {'identifier': 'moveit_setup_app_plugins'}
[0.006969] (-) JobUnselected: {'identifier': 'moveit_setup_assistant'}
[0.007004] (-) JobUnselected: {'identifier': 'moveit_setup_controllers'}
[0.007038] (-) JobUnselected: {'identifier': 'moveit_setup_core_plugins'}
[0.007070] (-) JobUnselected: {'identifier': 'moveit_setup_framework'}
[0.007104] (-) JobUnselected: {'identifier': 'moveit_setup_srdf_plugins'}
[0.007138] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.007171] (-) JobUnselected: {'identifier': 'moveit_task_constructor_capabilities'}
[0.007204] (-) JobUnselected: {'identifier': 'moveit_task_constructor_core'}
[0.007237] (-) JobUnselected: {'identifier': 'moveit_task_constructor_demo'}
[0.007270] (-) JobUnselected: {'identifier': 'moveit_task_constructor_msgs'}
[0.007303] (-) JobUnselected: {'identifier': 'moveit_task_constructor_visualization'}
[0.007336] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.007368] (-) JobUnselected: {'identifier': 'mtc_tutorial'}
[0.007399] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.007567] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.007716] (-) JobUnselected: {'identifier': 'robot_config'}
[0.007768] (-) JobUnselected: {'identifier': 'rosparam_shortcuts'}
[0.007815] (-) JobUnselected: {'identifier': 'rviz_marker_tools'}
[0.007851] (-) JobUnselected: {'identifier': 'srdfdom'}
[0.009261] (-) EventReactorShutdown: {}
